Observation,Season,Region,Habitat,ManagementZone,Sample,Latitude,Longitude,Temperature,DissolvedOxygen,Salinity,MaximumDepth,Nurse,Blacknose,AtlanticSharpnose,Blacktip,Bull,GreatHammerhead,Lemon,Sandbar,Tiger,GreatWhite,Bonnethead,CaribbeanReef,Dusky,ScallopedHammerhead,Spinner
165,Dry,Keys,Bay,ENP,2013-3-10-1-25.00644,25.00644,-80.99969,22,8,36,NA,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
166,Dry,Keys,Bay,ENP,2013-3-10-2-25.00644,25.00644,-80.99969,22,8,36,NA,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
167,Dry,Keys,Bay,ENP,2013-3-10-3-25.00644,25.00644,-80.99969,21,8,36,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
168,Dry,Keys,Bay,ENP,2013-3-10-4-25.00644,25.00644,-80.99969,21,8,36,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,Dry,Keys,Bay,ENP,2013-4-6-1-25.00644,25.00644,-80.99969,22,8,39,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,Dry,Keys,Bay,ENP,2013-4-6-2-25.00644,25.00644,-80.99969,22,8,39,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,Dry,Keys,Bay,ENP,2013-4-6-3-25.00644,25.00644,-80.99969,23,8,36,14,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
172,Dry,Keys,Bay,ENP,2013-4-6-4-25.00644,25.00644,-80.99969,23,8,36,14,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
173,Dry,Keys,Bay,ENP,2013-4-6-5-25.00644,25.00644,-80.99969,25,9,37,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
174,Dry,Keys,Bay,ENP,2018-4-20-1b-25.01085,25.01085,-81.0083,27,NA,39,10.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
175,Dry,Keys,Bay,ENP,2018-4-20-2b-25.01085,25.01085,-81.0083,27,NA,39,10.3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,Dry,Keys,Bay,ENP,2018-4-20-3b-25.01085,25.01085,-81.0083,28,NA,38,10.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
177,Dry,Keys,Bay,ENP,2018-4-20-4b-25.01085,25.01085,-81.0083,28,NA,38,10.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Dry,Keys,Bay,ENP,2018-4-20-5b-25.01085,25.01085,-81.0083,27,NA,40,10.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,Dry,Keys,Bay,ENP,2018-4-20-6b-25.01085,25.01085,-81.0083,27,NA,40,10.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,Dry,Keys,Bay,ENP,2018-4-21-1-25.01715,25.01715,-81.0067,27,NA,40,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Dry,Keys,Bay,ENP,2018-4-21-2-25.01715,25.01715,-81.0067,27,NA,40,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Dry,Keys,Bay,ENP,2018-4-21-3-25.01715,25.01715,-81.0067,28,NA,39,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
183,Dry,Keys,Bay,ENP,2018-4-21-4-25.01715,25.01715,-81.0067,28,NA,39,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,Dry,Keys,Bay,ENP,2018-4-21-5-25.01715,25.01715,-81.0067,28,NA,38,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,Dry,Keys,Bay,ENP,2018-4-21-6-25.01715,25.01715,-81.0067,28,NA,38,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
186,Dry,Keys,Bay,ENP,2018-4-21-7-25.01715,25.01715,-81.0067,28,NA,38,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Dry,Keys,Bay,ENP,2018-4-21-8-25.01715,25.01715,-81.0067,28,NA,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Dry,Keys,Bay,ENP,2018-4-22-1a-25.025133,25.025133,-80.984717,27,NA,39,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
189,Dry,Keys,Bay,ENP,2018-4-22-2a-25.025133,25.025133,-80.984717,27,NA,39,12,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
190,Dry,Keys,Bay,ENP,2018-4-22-3a-25.025133,25.025133,-80.984717,28,NA,37,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
191,Dry,Keys,Bay,ENP,2018-4-22-4a-25.025133,25.025133,-80.984717,28,NA,37,12,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
192,Dry,Keys,Bay,ENP,2018-4-22-5a-25.025133,25.025133,-80.984717,29,NA,40,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,Dry,Keys,Bay,ENP,2018-4-22-6a-25.025133,25.025133,-80.984717,29,NA,40,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,Dry,Keys,Bay,FKNMS,2009-4-5-1b-24.84376,24.84376,-80.75236,28,3.19,36.54,16.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Dry,Keys,Bay,FKNMS,2009-4-5-2b-24.84376,24.84376,-80.75236,28,3.19,36.54,16.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Dry,Keys,Bay,FKNMS,2009-4-5-3b-24.84376,24.84376,-80.75236,28,3.19,36.54,16.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Dry,Keys,Bay,FKNMS,2009-4-5-4b-24.84376,24.84376,-80.75236,28,3.19,36.54,16.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Dry,Keys,Bay,FKNMS,2010-3-14-1-24.81295,24.81295,-80.9096,21,7.41,35.43,12,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
199,Dry,Keys,Bay,FKNMS,2010-3-14-2-24.81295,24.81295,-80.9096,21,7.48,35.45,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Dry,Keys,Bay,FKNMS,2010-3-14-3-24.81295,24.81295,-80.9096,22,7.71,35.42,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Dry,Keys,Bay,FKNMS,2010-3-14-4-24.81295,24.81295,-80.9096,22,7.74,35.36,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,Dry,Keys,Bay,FKNMS,2011-2-25-1-24.81295,24.81295,-80.9096,25,8.15,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Dry,Keys,Bay,FKNMS,2011-2-25-2-24.81295,24.81295,-80.9096,24,7.98,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Dry,Keys,Bay,FKNMS,2011-2-25-3-24.81295,24.81295,-80.9096,24,8.73,NA,10,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,Dry,Keys,Bay,FKNMS,2011-2-25-4-24.81295,24.81295,-80.9096,24,9.5,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,Dry,Keys,Bay,FKNMS,2011-2-25-5-24.81295,24.81295,-80.9096,24,10.78,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Dry,Keys,Bay,FKNMS,2011-2-25-6-24.81295,24.81295,-80.9096,25,10.5,NA,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
208,Dry,Keys,Bay,FKNMS,2011-2-27-1-24.81295,24.81295,-80.9096,25,6.3,NA,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
209,Dry,Keys,Bay,FKNMS,2011-2-27-2-24.81295,24.81295,-80.9096,25,6.6,NA,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
210,Dry,Keys,Bay,FKNMS,2011-2-27-3-24.81295,24.81295,-80.9096,25,7.15,NA,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Dry,Keys,Bay,FKNMS,2011-2-27-4-24.81295,24.81295,-80.9096,25,7.3,NA,10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
212,Dry,Keys,Bay,FKNMS,2011-2-27-5-24.81295,24.81295,-80.9096,25,7.18,NA,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
213,Dry,Keys,Bay,FKNMS,2011-2-27-6-24.81295,24.81295,-80.9096,26,8.26,NA,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Dry,Keys,Bay,FKNMS,2011-3-15-1-24.81295,24.81295,-80.9096,22,7.68,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
215,Dry,Keys,Bay,FKNMS,2011-3-15-2-24.81295,24.81295,-80.9096,22,7.9,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Dry,Keys,Bay,FKNMS,2011-3-15-3-24.81295,24.81295,-80.9096,22,7.68,NA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Dry,Keys,Bay,FKNMS,2011-3-15-4-24.81295,24.81295,-80.9096,22,8.59,NA,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
218,Dry,Keys,Bay,FKNMS,2012-11-4-1-24.81295,24.81295,-80.9096,24,9,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Dry,Keys,Bay,FKNMS,2012-11-4-2-24.81295,24.81295,-80.9096,24,9,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Dry,Keys,Bay,FKNMS,2012-11-4-3-24.81295,24.81295,-80.9096,24,8,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Dry,Keys,Bay,FKNMS,2012-11-4-4-24.81295,24.81295,-80.9096,24,8,30,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Dry,Keys,Bay,FKNMS,2012-11-4-5-24.81295,24.81295,-80.9096,25,9,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Dry,Keys,Bay,FKNMS,2012-11-4-6-24.81295,24.81295,-80.9096,25,9,31,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,Dry,Keys,Bay,FKNMS,2013-11-16-1-24.885433,24.885433,-80.984833,24,8,40,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,Dry,Keys,Bay,FKNMS,2013-11-16-2-24.885433,24.885433,-80.984833,24,8,40,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,Dry,Keys,Bay,FKNMS,2013-11-16-3-24.885433,24.885433,-80.984833,25,8,39,NA,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,Dry,Keys,Bay,FKNMS,2013-11-16-4-24.885433,24.885433,-80.984833,25,8,39,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Dry,Keys,Bay,FKNMS,2013-11-16-5-24.885433,24.885433,-80.984833,25,8,39,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
229,Dry,Keys,Bay,FKNMS,2013-11-16-6-24.885433,24.885433,-80.984833,25,8,39,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Dry,Keys,Bay,FKNMS,2013-12-6-1-24.909183,24.909183,-80.980533,24,7,38,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Dry,Keys,Bay,FKNMS,2013-12-6-2-24.909183,24.909183,-80.980533,24,7,38,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Dry,Keys,Bay,FKNMS,2013-12-6-3-24.909183,24.909183,-80.980533,27,8,36,NA,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
233,Dry,Keys,Bay,FKNMS,2013-12-6-4-24.909183,24.909183,-80.980533,27,8,36,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
234,Dry,Keys,Bay,FKNMS,2013-12-6-5-24.909183,24.909183,-80.980533,27,8,36,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
235,Dry,Keys,Bay,FKNMS,2013-12-6-6-24.909183,24.909183,-80.980533,27,8,36,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,Dry,Keys,Bay,State,2010-11-7-1-24.8512167,24.8512167,-80.7389,19,6.27,NA,11,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
237,Dry,Keys,Bay,State,2010-11-7-2-24.8512167,24.8512167,-80.7389,20,6.18,NA,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
238,Dry,Keys,Bay,State,2010-11-7-3-24.8512167,24.8512167,-80.7389,19,6.2,NA,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
239,Dry,Keys,Bay,State,2010-11-7-4-24.8512167,24.8512167,-80.7389,20,7.51,NA,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
240,Dry,Keys,Bay,State,2010-11-7-5-24.8512167,24.8512167,-80.7389,20,6.25,NA,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
241,Dry,Keys,Ocean,FKNMS,2010-11-12-1-24.72615,24.72615,-80.8513167,26,5.8,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Dry,Keys,Ocean,FKNMS,2010-11-12-2-24.72615,24.72615,-80.8513167,26,5.8,NA,145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,Dry,Keys,Ocean,FKNMS,2010-11-12-3-24.72615,24.72615,-80.8513167,26,5.86,NA,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Dry,Keys,Ocean,FKNMS,2010-11-12-4-24.72615,24.72615,-80.8513167,26,5.86,NA,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Dry,Keys,Ocean,FKNMS,2010-11-12-5-24.72615,24.72615,-80.8513167,26,5.88,NA,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Dry,Keys,Ocean,FKNMS,2010-11-12-6-24.72615,24.72615,-80.8513167,26,5.88,NA,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Dry,Keys,Ocean,FKNMS,2010-11-13-1-24.72615,24.72615,-80.8513167,26,6.43,NA,145,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
248,Dry,Keys,Ocean,FKNMS,2010-11-13-2-24.72615,24.72615,-80.8513167,26,6.43,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Dry,Keys,Ocean,FKNMS,2010-11-13-3-24.72615,24.72615,-80.8513167,26,5.66,NA,145,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
250,Dry,Keys,Ocean,FKNMS,2010-11-13-4-24.72615,24.72615,-80.8513167,26,5.66,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Dry,Keys,Ocean,FKNMS,2010-11-13-5-24.72615,24.72615,-80.8513167,26,5.78,NA,145,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
252,Dry,Keys,Ocean,FKNMS,2010-11-13-6-24.72615,24.72615,-80.8513167,26,5.78,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Dry,Keys,Ocean,FKNMS,2010-11-14-1-24.72615,24.72615,-80.8513167,26,7.2,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Dry,Keys,Ocean,FKNMS,2010-11-14-2-24.72615,24.72615,-80.8513167,26,7.2,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Dry,Keys,Ocean,FKNMS,2010-11-14-3-24.72615,24.72615,-80.8513167,26,6.8,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Dry,Keys,Ocean,FKNMS,2010-11-14-4-24.72615,24.72615,-80.8513167,26,6.8,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Dry,Keys,Ocean,FKNMS,2010-11-14-5-24.72615,24.72615,-80.8513167,25,7.94,NA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Dry,Keys,Ocean,FKNMS,2010-11-14-6-24.72615,24.72615,-80.8513167,25,7.94,NA,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Dry,Keys,Ocean,FKNMS,2010-12-11-2-24.72615,24.72615,-80.8513167,24,6.95,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Dry,Keys,Ocean,FKNMS,2010-12-11-4-24.72615,24.72615,-80.8513167,24,6.86,NA,150,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
261,Dry,Keys,Ocean,FKNMS,2010-12-11-6-24.72615,24.72615,-80.8513167,24,6.77,NA,150,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Dry,Keys,Ocean,FKNMS,2010-12-5-4-24.72615,24.72615,-80.8513167,24,7.12,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Dry,Keys,Ocean,FKNMS,2010-2-20-1-24.72615,24.72615,-80.8513167,21,7.91,36.67,125,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
264,Dry,Keys,Ocean,FKNMS,2010-2-20-2-24.72615,24.72615,-80.8513167,21,8,36.75,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Dry,Keys,Ocean,FKNMS,2010-2-20-3-24.72615,24.72615,-80.8513167,22,7.63,36.71,125,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
266,Dry,Keys,Ocean,FKNMS,2010-2-20-4-24.72615,24.72615,-80.8513167,22,7.62,36.76,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Dry,Keys,Ocean,FKNMS,2010-2-21-1-24.72615,24.72615,-80.8513167,21,7.56,36.62,125,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
268,Dry,Keys,Ocean,FKNMS,2010-2-21-2-24.72615,24.72615,-80.8513167,21,7.44,36.68,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Dry,Keys,Ocean,FKNMS,2010-2-21-3-24.72615,24.72615,-80.8513167,21,8.36,36.72,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Dry,Keys,Ocean,FKNMS,2010-2-21-4-24.72615,24.72615,-80.8513167,21,7.96,30.65,125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Dry,Keys,Ocean,FKNMS,2010-3-12-1-24.72615,24.72615,-80.8513167,24,12.78,36.31,130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
272,Dry,Keys,Ocean,FKNMS,2010-3-12-2-24.72615,24.72615,-80.8513167,22,7.67,36.31,130,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,Dry,Keys,Ocean,FKNMS,2011-1-29-1-24.6974,24.6974,-80.852269,21,6.6,NA,145,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
274,Dry,Keys,Ocean,FKNMS,2011-1-29-2-24.6974,24.6974,-80.852269,21,7.3,NA,145,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
275,Dry,Keys,Ocean,FKNMS,2011-1-29-3-24.6974,24.6974,-80.852269,21,6.53,NA,145,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
276,Dry,Keys,Ocean,FKNMS,2011-1-29-4-24.6974,24.6974,-80.852269,22,7.2,NA,145,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Dry,Keys,Ocean,FKNMS,2011-1-29-5-24.6974,24.6974,-80.852269,21,7.5,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Dry,Keys,Ocean,FKNMS,2011-1-30-1-24.72615,24.72615,-80.8513167,20,6.8,NA,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Dry,Keys,Ocean,FKNMS,2011-1-30-2-24.72615,24.72615,-80.8513167,21,6.8,NA,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
280,Dry,Keys,Ocean,FKNMS,2011-1-30-3-24.72615,24.72615,-80.8513167,21,6.71,NA,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Dry,Keys,Ocean,FKNMS,2011-1-30-4-24.72615,24.72615,-80.8513167,20,7.09,NA,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Dry,Keys,Ocean,FKNMS,2011-1-30-5-24.72615,24.72615,-80.8513167,21,7.2,NA,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
283,Dry,Keys,Ocean,FKNMS,2011-1-30-6-24.72615,24.72615,-80.8513167,20,7.53,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Dry,Keys,Ocean,FKNMS,2011-11-10-1-25.066666,25.066666,-80.311,27,NA,37,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,Dry,Keys,Ocean,FKNMS,2011-11-10-2-25.066666,25.066666,-80.311,27,NA,37,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Dry,Keys,Ocean,FKNMS,2011-11-10-3-25.066666,25.066666,-80.311,28,NA,35,140,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
287,Dry,Keys,Ocean,FKNMS,2011-11-10-4-25.066666,25.066666,-80.311,27,NA,34,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Dry,Keys,Ocean,FKNMS,2011-11-10-5-25.066666,25.066666,-80.311,27,NA,34,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Dry,Keys,Ocean,FKNMS,2011-11-10-6-25.066666,25.066666,-80.311,28,NA,34,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Dry,Keys,Ocean,FKNMS,2011-11-11-1-24.742659,24.742659,-80.890431,26,NA,38,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,Dry,Keys,Ocean,FKNMS,2011-11-11-2-24.742659,24.742659,-80.890431,25,NA,37,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Dry,Keys,Ocean,FKNMS,2011-11-11-3-24.742659,24.742659,-80.890431,25,NA,35,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Dry,Keys,Ocean,FKNMS,2011-11-11-4-24.742659,24.742659,-80.890431,23,NA,36,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
294,Dry,Keys,Ocean,FKNMS,2011-11-11-5-24.742659,24.742659,-80.890431,26,NA,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Dry,Keys,Ocean,FKNMS,2011-11-11-6-24.742659,24.742659,-80.890431,26,NA,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Dry,Keys,Ocean,FKNMS,2011-11-18-1-25.066666,25.066666,-80.311,28,NA,36,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Dry,Keys,Ocean,FKNMS,2011-11-18-2-25.066666,25.066666,-80.311,28,NA,37,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Dry,Keys,Ocean,FKNMS,2011-11-18-3-25.066666,25.066666,-80.311,29,NA,35,140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,Dry,Keys,Ocean,FKNMS,2011-11-18-4-25.066666,25.066666,-80.311,30,NA,38,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Dry,Keys,Ocean,FKNMS,2011-11-18-5-25.066666,25.066666,-80.311,29,NA,35,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Dry,Keys,Ocean,FKNMS,2011-11-18-6-25.066666,25.066666,-80.311,29,NA,38,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Dry,Keys,Ocean,FKNMS,2011-11-3-1-25.066666,25.066666,-80.311,27,NA,35,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Dry,Keys,Ocean,FKNMS,2011-11-3-2-25.066666,25.066666,-80.311,27,NA,35,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Dry,Keys,Ocean,FKNMS,2011-11-3-3-25.066666,25.066666,-80.311,28,NA,40,135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
305,Dry,Keys,Ocean,FKNMS,2011-11-3-4-25.066666,25.066666,-80.311,29,NA,36,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,Dry,Keys,Ocean,FKNMS,2011-11-3-5-25.066666,25.066666,-80.311,27,NA,35,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,Dry,Keys,Ocean,FKNMS,2011-11-5-1-25.147,25.147,-80.25316,23,NA,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Dry,Keys,Ocean,FKNMS,2011-11-5-2-25.147,25.147,-80.25316,23,NA,40,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Dry,Keys,Ocean,FKNMS,2011-11-5-3-25.147,25.147,-80.25316,26,NA,36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Dry,Keys,Ocean,FKNMS,2011-11-5-4-25.147,25.147,-80.25316,26,NA,37,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Dry,Keys,Ocean,FKNMS,2011-11-5-5-25.147,25.147,-80.25316,28,NA,36,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Dry,Keys,Ocean,FKNMS,2011-11-5-6-25.147,25.147,-80.25316,26,NA,36,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Dry,Keys,Ocean,FKNMS,2011-2-26-1-24.72615,24.72615,-80.8513167,23,6.26,NA,20,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
314,Dry,Keys,Ocean,FKNMS,2011-2-26-2-24.72615,24.72615,-80.8513167,23,6.31,NA,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Dry,Keys,Ocean,FKNMS,2011-2-26-3-24.72615,24.72615,-80.8513167,23,6.75,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Dry,Keys,Ocean,FKNMS,2011-2-26-4-24.72615,24.72615,-80.8513167,24,6.36,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Dry,Keys,Ocean,FKNMS,2011-2-26-5-24.72615,24.72615,-80.8513167,24,7.51,NA,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Dry,Keys,Ocean,FKNMS,2011-2-26-6-24.72615,24.72615,-80.8513167,23,6.2,NA,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Dry,Keys,Ocean,FKNMS,2011-2-8-1-24.6974,24.6974,-80.852269,23,6.93,NA,150,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
320,Dry,Keys,Ocean,FKNMS,2011-2-8-2-24.6974,24.6974,-80.852269,23,6.93,NA,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Dry,Keys,Ocean,FKNMS,2011-3-26-1-24.72615,24.72615,-80.8513167,25,8.06,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Dry,Keys,Ocean,FKNMS,2011-3-26-2-24.72615,24.72615,-80.8513167,24,8.1,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Dry,Keys,Ocean,FKNMS,2011-3-26-3-24.72615,24.72615,-80.8513167,25,7.89,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Dry,Keys,Ocean,FKNMS,2011-3-26-4-24.72615,24.72615,-80.8513167,25,7.79,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Dry,Keys,Ocean,FKNMS,2011-3-26-5-24.72615,24.72615,-80.8513167,25,7.74,NA,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
